City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,dabakala,8.3667,-4.4333,27.98,16,0,1.87,CI,1707252503
367,hwange,-18.3693,26.5019,22.25,78,49,0.93,ZW,1707252503
368,playa del ingles,27.7567,-15.5787,22.44,20,1,2.24,ES,1707252491
369,kununurra,-15.7667,128.7333,25.99,94,15,1.54,AU,1707252112
370,thoothukudi,8.8054,78.1453,24.68,79,79,4.69,IN,1707252504
371,paramonga,-10.6667,-77.8333,27.03,69,9,4.77,PE,1707252504
372,rakops,-21.0167,24.3333,30.33,29,99,1.46,BW,1707252504
373,taoudenni,22.6783,-3.9836,20.49,12,1,5.33,ML,1707252504
374,novodvinsk,64.4165,40.8122,-25.14,100,99,1.06,RU,1707252505
375,puerto aysen,-45.4,-72.7,14.14,99,100,2.37,CL,1707252505
376,shannon,52.7039,-8.8642,6.19,87,75,1.03,IE,1707252505
377,imbituba,-28.24,-48.6703,27.7,90,100,3.16,BR,1707252505
378,pinheiro machado,-31.5783,-53.3811,27.8,53,83,5.48,BR,1707252505
379,antonio enes,-16.2325,39.9086,25.71,90,100,1.86,MZ,1707252506
380,labytnangi,66.6572,66.4183,-23.76,100,100,1.25,RU,1707252023
381,morehead city,34.7229,-76.726,11.03,64,0,12.86,US,1707252506
382,amungan,15.3652,119.9582,23.93,73,2,2.03,PH,1707252506
383,burela de cabo,43.65,-7.4,13.9,77,95,2.94,ES,1707252506
384,qionghai,19.2425,110.4642,22.38,87,52,2.46,CN,1707252506
385,jiwani,25.05,61.7417,22.36,56,69,7.26,PK,1707252507
386,huotong,26.8497,119.4181,8.37,98,100,0.9,CN,1707252507
387,new plymouth,-39.0667,174.0833,21.0,71,9,2.76,NZ,1707252300
388,kuanda,56.3161,116.0806,-22.6,99,99,0.57,RU,1707252149
389,eirunepe,-6.6603,-69.8736,26.13,82,92,1.71,BR,1707252507
390,fortuna,40.5982,-124.1573,10.55,84,85,2.24,US,1707252508
391,kato achaia,38.15,21.55,14.43,82,75,0.0,GR,1707252508
392,havre,49.5833,0.3333,12.22,82,100,9.26,FR,1707252508
393,fuling,29.7022,107.3919,6.18,90,100,0.67,CN,1707252508
394,sao felix do xingu,-6.6447,-51.995,28.84,70,57,1.53,BR,1707252508
395,laascaanood,8.4774,47.3597,24.27,31,16,2.59,SO,1707252508
396,champerico,14.3,-91.9167,34.3,64,6,6.34,GT,1707252509
397,turpan,42.9333,89.1667,-0.32,54,4,0.32,CN,1707252509
398,cidreira,-30.1811,-50.2056,24.35,83,100,5.57,BR,1707252181
399,nouadhibou,20.931,-17.0347,23.99,38,65,5.66,MR,1707252509
400,ardon,43.17,44.29,0.55,87,100,1.25,RU,1707252509
401,lamu,-2.2717,40.902,27.15,83,70,6.82,KE,1707252509
402,ghat,24.9647,10.1728,13.47,31,5,2.48,LY,1707252509
403,lompoc,34.6391,-120.4579,14.41,62,100,4.63,US,1707252140
404,filadelfia,39.9523,-75.1638,7.4,41,0,4.12,US,1707252500
405,princeville,45.7668,-61.2985,2.0,85,75,4.92,CA,1707252256
406,harstad,68.799,16.5293,-4.36,94,95,2.68,NO,1707252150
407,el vigia,8.6219,-71.6506,31.24,68,53,1.65,VE,1707252510
408,betio village,1.358,172.9211,29.02,77,98,5.01,KI,1707252511
409,robertsport,6.7533,-11.3686,27.57,84,0,4.23,LR,1707252511
410,santana,-0.0583,-51.1817,30.1,74,40,5.14,BR,1707252511
411,trinidad,-14.8333,-64.9,24.99,94,75,0.0,BO,1707252511
412,souillac,-20.5167,57.5167,25.21,88,40,4.12,MU,1707252181
413,honiara,-9.4333,159.95,27.26,86,94,4.01,SB,1707252512
414,taipei,25.0478,121.5319,17.23,88,75,2.06,TW,1707252175
415,tura,25.5198,90.2201,13.35,92,0,0.67,IN,1707252130
416,mirny,62.5353,113.9611,-18.71,97,100,2.39,RU,1707252512
417,vila velha,-20.3297,-40.2925,24.97,95,40,2.57,BR,1707252220
418,caleta de carquin,-11.0925,-77.6267,27.28,68,20,5.11,PE,1707252512
419,leninskoye,41.7589,69.3864,3.94,70,100,2.8,KZ,1707252169
420,eno,62.8051,30.1542,-20.84,100,98,1.44,FI,1707252513
421,katsuren-haebaru,26.3369,127.8719,18.43,82,100,0.0,JP,1707252513
422,tughyl,47.7252,84.2063,-16.83,94,53,1.35,KZ,1707252513
423,sungailiat,-1.85,106.1333,25.95,87,100,2.29,ID,1707252513
424,egilsstadir,65.2653,-14.3948,-6.05,93,100,1.54,IS,1707252139
425,youghal,51.95,-7.8506,5.56,93,100,3.63,IE,1707252514
426,mata-utu,-13.2816,-176.1745,28.63,80,100,8.37,WF,1707252169
427,la'ie,21.6477,-157.9253,25.98,71,14,5.36,US,1707252178
428,remire-montjoly,4.9167,-52.2667,26.02,94,98,1.03,GF,1707252130
429,luderitz,-26.6481,15.1594,19.46,81,43,5.24,NA,1707252143
430,mount pearl,47.5166,-52.7813,0.25,96,100,12.86,CA,1707252157
431,arar,30.9753,41.0381,10.01,57,0,2.06,SA,1707252514
432,joao pinheiro,-17.7425,-46.1725,23.47,80,100,1.04,BR,1707252515
433,winkler,49.1817,-97.941,3.12,81,97,2.57,CA,1707252515
434,isangel,-19.55,169.2667,26.06,94,75,1.03,VU,1707252515
435,kindu,-2.95,25.95,21.14,98,100,1.63,CD,1707252515
436,malvan,16.0667,73.4667,25.37,67,0,4.78,IN,1707252515
437,mangai,-4.05,19.5333,21.6,96,33,0.94,CD,1707252515
438,alofi,-19.0595,-169.9187,26.94,78,75,2.57,NU,1707252149
439,port alfred,-33.5906,26.891,20.66,95,97,1.79,ZA,1707252129
440,pandan,14.0453,124.1694,24.91,84,91,3.83,PH,1707252158
441,nuku'alofa,-21.1333,-175.2,27.19,69,40,4.63,TO,1707252516
442,at taraf,25.3628,49.725,13.3,47,0,2.78,SA,1707252516
443,yuzhno-kurilsk,44.0306,145.8556,-8.68,81,79,2.36,RU,1707252158
444,soio,-6.1349,12.3689,25.97,85,99,2.91,AO,1707252517
445,kargasok,59.0556,80.8572,-6.69,97,72,3.13,RU,1707252517
446,guaruja,-23.9931,-46.2564,28.92,36,40,4.12,BR,1707252517
447,swakopmund,-22.6833,14.5333,20.47,88,86,4.12,NA,1707252517
448,granville,-33.8333,151.0167,19.56,71,75,8.23,AU,1707251923
449,new norfolk,-42.7826,147.0587,12.72,67,93,1.84,AU,1707252128
450,benguela,-12.5763,13.4055,27.31,75,87,0.37,AO,1707252518
451,tadine,-21.55,167.8833,26.47,80,100,7.96,NC,1707252518
452,pimentel,-6.8367,-79.9342,31.16,51,0,8.75,PE,1707252518
453,taltal,-25.4,-70.4833,23.97,69,22,2.79,CL,1707252518
454,kalashnikovo,57.2824,35.2262,-17.74,100,96,0.42,RU,1707252518
455,aswan,24.0934,32.907,17.61,31,0,0.0,EG,1707252182
456,noumea,-22.2763,166.4572,27.78,99,100,6.47,NC,1707251937
457,vilyuchinsk,52.9306,158.4028,-9.85,88,100,2.53,RU,1707252162
458,salalah,17.0151,54.0924,24.05,57,0,2.57,OM,1707252519
459,point pedro,9.8167,80.2333,25.77,72,4,4.94,LK,1707252519
460,utete,-7.986,38.758,24.35,98,18,1.0,TZ,1707252519
461,sume,-7.6717,-36.88,30.65,37,81,6.2,BR,1707252519
462,macau,22.2006,113.5461,16.89,88,40,4.12,MO,1707252520
463,luanda,-8.8368,13.2343,28.0,83,75,2.57,AO,1707252520
464,usinsk,65.9939,57.5281,-24.4,100,100,2.24,RU,1707252162
465,north bay,46.3168,-79.4663,4.01,52,40,3.6,CA,1707252520
466,gurun,5.8172,100.4738,26.88,94,29,1.83,MY,1707252520
467,malango,-2.9627,119.9001,20.02,96,100,1.21,ID,1707252520
468,vung tau,10.346,107.0843,25.25,88,96,5.84,VN,1707252520
469,kruisfontein,-34.0033,24.7314,21.6,84,65,4.8,ZA,1707252145
470,dakhla,23.6848,-15.958,21.01,60,100,9.26,EH,1707252144
471,zahedan,29.4963,60.8629,7.95,34,0,4.12,IR,1707252521
472,pionerskiy,54.9508,20.2275,6.91,97,100,12.38,RU,1707252521
473,aasiaat,68.7098,-52.8699,-16.87,77,100,6.21,GL,1707252147
474,glossop,53.4432,-1.949,5.56,87,100,2.15,GB,1707252521
475,tabou,4.423,-7.3528,28.03,79,3,4.69,CI,1707252521
476,zhanaozen,43.3,52.8,0.09,67,7,7.37,KZ,1707252522
477,neuquen,-38.9516,-68.0591,36.94,20,0,1.03,AR,1707252501
478,kendari,-3.945,122.4989,24.29,94,98,1.2,ID,1707252522
479,idri,27.5,13.2667,11.84,42,0,2.02,LY,1707252522
480,pariaman,-0.619,100.12,27.03,87,99,1.55,ID,1707252522
481,den helder,52.9599,4.7593,6.1,90,100,7.6,NL,1707252522
482,manokwari,-0.8667,134.0833,25.19,84,100,2.39,ID,1707252523
483,orichi,58.4036,49.0572,-13.3,95,100,4.16,RU,1707252523
484,andrews,32.3187,-102.5457,17.45,39,0,5.66,US,1707252523
485,songling,31.1933,120.7176,1.74,80,100,2.66,CN,1707252523
486,kalmunai,7.4167,81.8167,25.5,70,84,3.05,LK,1707252523
487,dzhetygara,52.1908,61.2006,-0.12,97,100,9.65,KZ,1707252523
488,dunkwa,5.9656,-1.78,26.17,57,36,1.73,GH,1707252523
489,verkhotur'ye,58.8627,60.8054,-5.96,97,100,2.76,RU,1707252524
490,santa rosa,14.3122,121.1114,25.61,82,67,3.1,PH,1707252524
491,mahina,-17.5065,-149.489,28.87,84,75,4.63,PF,1707252160
492,barah,13.7,30.3667,17.07,19,23,4.85,SD,1707252128
493,olinda,-8.0089,-34.8553,29.85,70,40,4.12,BR,1707252524
494,marshfield,44.6689,-90.1718,9.97,50,0,4.12,US,1707252524
495,sitka,57.0531,-135.33,2.94,87,75,0.0,US,1707252058
496,broken hill,-31.95,141.4333,15.48,50,61,7.15,AU,1707252525
497,farrokh shahr,32.2717,50.9801,-3.41,68,0,2.06,IR,1707252525
498,kuta,-8.7233,115.1723,25.97,94,75,5.36,ID,1707252525
499,san julian,21.0167,-102.1667,23.82,9,0,2.19,MX,1707252162
500,kafr takharim,36.1168,36.5153,10.38,84,0,2.66,SY,1707252525
501,burao,9.5221,45.5336,19.76,69,7,4.06,SO,1707252525
502,potchefstroom,-26.7167,27.1,19.37,24,0,0.24,ZA,1707252525
503,warangal,18.0,79.5833,23.04,69,0,3.41,IN,1707252526
504,argo,37.6333,22.7333,12.5,50,0,1.93,GR,1707252526
505,uruburetama,-3.625,-39.5083,27.85,71,100,4.14,BR,1707252526
506,barcelos,41.5388,-8.6151,13.29,93,55,1.87,PT,1707252526
507,akobo,7.4344,3.9497,26.14,22,19,1.06,NG,1707252526
508,barentu,15.1139,37.5928,18.68,49,91,1.17,ER,1707252526
509,ha'il,27.5219,41.6907,10.01,37,0,1.03,SA,1707252526
510,at-bashi,41.1702,75.8106,-15.13,77,49,1.72,KG,1707252526
511,anahuac,27.2333,-100.15,22.26,32,6,5.2,MX,1707252527
512,hami,42.8,93.45,-4.49,54,1,2.57,CN,1707252161
513,whitby,54.4877,-0.615,5.73,70,100,5.81,GB,1707252527
514,mombetsu,44.3525,143.3525,-10.76,91,100,1.34,JP,1707252527
515,inongo,-1.95,18.2667,25.51,70,38,1.57,CD,1707252527
516,alcaniz,41.05,-0.1333,12.11,57,100,3.08,ES,1707252527
517,ta`u,-14.2336,-169.5144,27.65,88,100,8.26,AS,1707252164
518,east ballina,-28.8667,153.5833,23.22,88,23,6.47,AU,1707252528
519,puerto baquerizo moreno,-0.9,-89.6,28.55,79,75,4.12,EC,1707252143
520,torghay,49.6339,63.4981,1.12,98,100,9.96,KZ,1707252528
521,waingapu,-9.6567,120.2641,25.34,83,79,2.44,ID,1707252528
522,zuyevka,58.405,51.1335,-6.6,96,100,3.6,RU,1707252528
523,posse,-14.0931,-46.3694,25.91,67,100,1.5,BR,1707252528
524,ciudad de huajuapan de leon,17.8,-97.7667,27.97,13,0,2.42,MX,1707252529
525,happy valley-goose bay,53.3168,-60.3315,-9.83,57,20,2.57,CA,1707252145
526,arendal,58.4615,8.7725,-3.11,91,100,4.21,NO,1707252529
527,paita,-5.0892,-81.1144,27.37,72,39,6.43,PE,1707252130
528,al ghayzah,16.2079,52.176,22.99,66,50,2.12,YE,1707252149
529,ixtapa,20.7,-105.2,31.15,42,0,4.09,MX,1707252530
530,gryfice,53.9165,15.2003,9.35,87,100,11.82,PL,1707252425
531,akureyri,65.6835,-18.0878,-5.04,93,75,0.0,IS,1707252176
532,mizdah,31.4451,12.9801,13.78,35,10,2.34,LY,1707252530
533,isanlu-itedoijowa,8.2667,5.8333,27.91,16,70,0.38,NG,1707252530
534,cannonvale,-20.2833,148.7,26.66,84,62,3.95,AU,1707252530
535,makinsk,52.6292,70.4169,-4.66,88,100,5.92,KZ,1707252530
536,selfoss,63.9331,-20.9971,-7.98,86,87,3.64,IS,1707252169
537,sisimiut,66.9395,-53.6735,-9.95,80,100,8.04,GL,1707252150
538,kiri buru,22.0833,85.35,17.43,80,0,1.47,IN,1707252531
539,krasnyy kut,50.95,46.9667,-5.58,86,75,7.82,RU,1707252531
540,kojetin,49.3518,17.3021,9.22,74,100,6.34,CZ,1707252531
541,prokuplje,43.2342,21.5881,7.6,75,59,1.45,RS,1707252531
542,phayao,19.25,100.25,16.1,42,0,0.14,TH,1707252531
543,port douglas,-16.4833,145.4667,26.85,86,100,1.7,AU,1707252531
544,guatire,10.4762,-66.5427,28.13,73,100,0.99,VE,1707252531
545,christchurch,-43.5333,172.6333,20.85,76,97,4.12,NZ,1707252075
546,aksu,41.1231,80.2644,-4.87,68,16,2.34,CN,1707252532
547,kalat,29.0225,66.5916,4.81,61,8,7.43,PK,1707252250
548,ciudad lazaro cardenas,17.9583,-102.2,28.57,60,7,3.8,MX,1707252166
549,kumertau,52.7667,55.7833,-0.55,95,100,6.2,RU,1707252532
550,kota bharu,6.1333,102.2386,25.97,88,20,0.0,MY,1707252532
551,hasaki,35.7333,140.8333,1.27,55,99,6.99,JP,1707252155
552,arraial do cabo,-22.9661,-42.0278,28.98,74,75,4.63,BR,1707252177
553,lerwick,60.1545,-1.1494,2.0,58,100,9.97,GB,1707252164
554,mejit,10.2753,170.8646,26.92,79,83,7.77,MH,1707252533
555,arklow,52.7931,-6.1414,5.6,77,100,3.57,IE,1707252533
556,butterworth,5.3991,100.3638,28.02,87,20,2.57,MY,1707252533
557,dryden,49.7833,-92.7503,2.16,87,100,2.06,CA,1707252171
558,sola,-13.8833,167.55,28.3,77,53,7.69,VU,1707252533
559,pitimbu,-7.4706,-34.8086,30.33,74,59,4.18,BR,1707252534
560,kristiansund,63.1115,7.732,-7.64,86,0,1.54,NO,1707252182
561,faya-largeau,17.9257,19.1043,18.31,22,99,8.76,TD,1707252534
562,inarajan village,13.2736,144.7484,26.08,90,100,6.76,GU,1707252142
563,lazaro cardenas,17.9583,-102.2,28.57,60,7,3.8,MX,1707252134
564,nanyang,32.9947,112.5328,-1.04,86,71,2.1,CN,1707252534
565,papao,-17.75,-149.55,28.82,88,91,7.86,PF,1707252179
566,bam,29.106,58.357,10.44,18,0,2.21,IR,1707252535
567,plopsoru,44.7833,23.35,10.73,64,62,4.6,RO,1707252535
568,luganville,-15.5333,167.1667,28.06,80,83,1.76,VU,1707252535
569,la libertad,-2.2333,-80.9,31.81,66,20,6.17,EC,1707252535
570,pudozh,61.8099,36.5345,-26.7,100,70,1.79,RU,1707252535
571,smidovich,48.6,133.8167,-31.16,100,100,0.74,RU,1707252535
572,sao tome,0.3365,6.7273,27.65,79,99,0.27,ST,1707252536
573,itupiranga,-5.1347,-49.3267,27.18,79,80,1.07,BR,1707252536
574,n'zeto,-7.2312,12.8666,26.47,81,99,3.19,AO,1707252536
575,kraaifontein,-33.8478,18.7161,21.03,88,75,6.17,ZA,1707252536
576,talavera de la reina,39.9635,-4.8308,9.23,89,30,2.24,ES,1707252536
577,tofol,5.3248,163.0078,27.84,76,99,7.08,FM,1707252141
578,prince rupert,54.3161,-130.3201,1.83,93,100,1.54,CA,1707252177
579,north platte,41.1239,-100.7654,8.94,71,0,3.09,US,1707252537
580,suva,-18.1416,178.4415,26.71,83,75,4.63,FJ,1707252257
581,greenville,35.6127,-77.3663,10.08,44,0,7.72,US,1707252361
582,gazli,40.1333,63.45,9.83,53,100,7.08,UZ,1707252537
583,qamdo,31.1667,97.2333,-7.78,45,100,3.33,CN,1707252538
